ref_date,geography,industry,data_type,value
2022-03-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,806.4
2022-03-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,939.4
2022-03-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,431.1
2022-03-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2329
2022-03-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,233.2
2022-03-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,131.5
2022-03-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,369.3
2022-03-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,119.2
2022-03-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,197.9
2022-03-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,312.8
2022-03-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,106.3
2022-04-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19709.7
2022-04-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1538.1
2022-04-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1801.2
2022-04-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3027.9
2022-04-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,987.4
2022-04-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1802.9
2022-04-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2606.9
2022-04-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1128.6
2022-04-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7784.2
2022-04-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,591.5
2022-04-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,793.5
2022-04-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1163.4
2022-04-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,378.2
2022-04-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,809.8
2022-04-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,940.5
2022-04-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,437.2
2022-04-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2342.3
2022-04-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,230.5
2022-04-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,128.3
2022-04-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,376.8
2022-04-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,119.9
2022-04-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,198.8
2022-04-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,318.1
2022-04-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,107.5
2022-05-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19763.4
2022-05-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1549.4
2022-05-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1779.4
2022-05-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3042.4
2022-05-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,981.7
2022-05-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1813
2022-05-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2616.8
2022-05-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1128.9
2022-05-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7791
2022-05-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,581
2022-05-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,790
2022-05-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1172.5
2022-05-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,379.2
2022-05-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,807.3
2022-05-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,935.3
2022-05-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,438.3
2022-05-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2359.3
2022-05-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,232.4
2022-05-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,128.2
2022-05-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,378.1
2022-05-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,130.2
2022-05-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,206.9
2022-05-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,307.2
2022-05-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,107.2
2022-06-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19750.8
2022-06-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1561.6
2022-06-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1789.9
2022-06-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3000.5
2022-06-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,986.3
2022-06-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1835.2
2022-06-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2604.2
2022-06-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1135.3
2022-06-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7773.1
2022-06-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,588.2
2022-06-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,792.4
2022-06-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1168.6
2022-06-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,375.6
2022-06-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,803.3
2022-06-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,923.2
2022-06-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,440.9
2022-06-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2370
2022-06-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,234.6
2022-06-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,130.1
2022-06-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,362.8
2022-06-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,132.4
2022-06-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,215
2022-06-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,310.5
2022-06-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,109.1
2022-07-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19787.5
2022-07-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1566.1
2022-07-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1800.6
2022-07-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3001.2
2022-07-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1005.4
2022-07-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1835.2
2022-07-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2595.7
2022-07-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1144.2
2022-07-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7788.1
2022-07-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,593.9
2022-07-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,804.5
2022-07-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1160.3
2022-07-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,383
2022-07-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,807
2022-07-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,920.8
2022-07-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,450.3
2022-07-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2366.7
2022-07-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,232.1
2022-07-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,128
2022-07-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,368.2
2022-07-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,135.6
2022-07-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,217
2022-07-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,313.3
2022-07-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,108.7
2022-08-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19781.2
2022-08-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1559.8
2022-08-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1804.1
2022-08-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2988.2
2022-08-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,993.4
2022-08-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1833.8
2022-08-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2609.2
2022-08-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1162.6
2022-08-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7772.8
2022-08-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,590.5
2022-08-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,803.4
2022-08-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1148.3
2022-08-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,380.7
2022-08-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,806.2
2022-08-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,929.8
2022-08-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,456.6
2022-08-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2367.1
2022-08-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,229.6
2022-08-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,133.6
2022-08-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,364.2
2022-08-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,133.7
2022-08-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,220.8
2022-08-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,305.1
2022-08-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,110.5
2022-09-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19796.1
2022-09-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1559.9
2022-09-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1793.1
2022-09-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2977.3
2022-09-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,977.4
2022-09-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1837.6
2022-09-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2633.7
2022-09-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1153.6
2022-09-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7751.2
2022-09-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,590.6
2022-09-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,802.4
2022-09-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1142.9
2022-09-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,373.9
2022-09-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,795
2022-09-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,932.9
2022-09-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,449.2
2022-09-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2374.7
2022-09-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,232.6
2022-09-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,137.8
2022-09-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,361.9
2022-09-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,131.2
2022-09-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,228.1
2022-09-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,310.8
2022-09-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,108.4
2022-10-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19882.8
2022-10-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1579
2022-10-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1810.6
2022-10-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2954.6
2022-10-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,972
2022-10-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1856
2022-10-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2644.5
2022-10-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1171.5
2022-10-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7804.3
2022-10-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,587.2
2022-10-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,814.5
2022-10-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1129.1
2022-10-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,375.4
2022-10-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,808.5
2022-10-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,942.1
2022-10-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,456.9
2022-10-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2375
2022-10-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,245.5
2022-10-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,133.8
2022-10-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,359.3
2022-10-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,132
2022-10-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,231.9
2022-10-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,307.9
2022-10-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,112.4
2022-11-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19923.8
2022-11-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1571.8
2022-11-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1806
2022-11-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2948.5
2022-11-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,977.1
2022-11-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1852.1
2022-11-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2653.2
2022-11-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1176.2
2022-11-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7819.5
2022-11-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,591.8
2022-11-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,813.1
2022-11-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1125
2022-11-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,376
2022-11-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,806.9
2022-11-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,952.3
2022-11-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,460.9
2022-11-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2382
2022-11-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,224.6
2022-11-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,136.9
2022-11-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,360.3
2022-11-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,131.6
2022-11-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,236.3
2022-11-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,315.8
2022-11-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,111.7
2022-12-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19998.5
2022-12-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1598.2
2022-12-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1812.9
2022-12-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2925.2
2022-12-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,999
2022-12-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1862.1
2022-12-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2625.9
2022-12-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1184.5
2022-12-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7864
2022-12-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,604.8
2022-12-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,808.1
2022-12-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1114.4
2022-12-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,384.1
2022-12-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,817.4
2022-12-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,946.8
2022-12-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,461.3
2022-12-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2393.1
2022-12-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,230.3
2022-12-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,140.9
2022-12-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,353.8
2022-12-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,141.5
2022-12-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,238.3
2022-12-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,311
2022-12-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,113.2
2023-01-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20097.5
2023-01-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1607.9
2023-01-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1814.6
2023-01-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2969.4
2023-01-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,978.4
2023-01-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1867.5
2023-01-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2662.9
2023-01-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1175.6
2023-01-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7900.4
2023-01-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,602
2023-01-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,815.9
2023-01-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1129.4
2023-01-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,381.5
2023-01-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,815.5
2023-01-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,969.9
2023-01-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,456.2
2023-01-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2407.6
2023-01-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,235.9
2023-01-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,142.7
2023-01-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,361.9
2023-01-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,126.3
2023-01-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,247.8
2023-01-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,312.3
2023-01-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,115.4
2023-02-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20143.3
2023-02-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1601.2
2023-02-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1828.6
2023-02-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2977.3
2023-02-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,984.5
2023-02-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1865.3
2023-02-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2677.1
2023-02-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1181
2023-02-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7932.1
2023-02-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,601.9
2023-02-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,816
2023-02-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1151.1
2023-02-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,373.3
2023-02-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,824.9
2023-02-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,971.3
2023-02-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,462.2
2023-02-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2408.1
2023-02-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,226.8
2023-02-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,148.4
2023-02-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,352.7
2023-02-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,137.4
2023-02-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,244.2
2023-02-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,318.8
2023-02-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,114.4
2023-03-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20214.7
2023-03-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1596
2023-03-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1822.3
2023-03-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2981.5
2023-03-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1014.8
2023-03-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1880.6
2023-03-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2666.2
2023-03-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1182.6
2023-03-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7961.7
2023-03-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,606.6
2023-03-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,804.8
2023-03-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1145.3
2023-03-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,387.1
2023-03-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,822.1
2023-03-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,975.7
2023-03-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,462.7
2023-03-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2424.9
2023-03-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,226.2
2023-03-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,145.6
2023-03-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,360.7
2023-03-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,144.9
2023-03-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,249
2023-03-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,317.4
2023-03-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,109.2
2023-04-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20242.1
2023-04-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1604
2023-04-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1825.9
2023-04-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3003.5
2023-04-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1028.1
2023-04-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1867
2023-04-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2667.9
2023-04-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1181.4
2023-04-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7992.2
2023-04-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,610.4
2023-04-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,812.1
2023-04-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1152.1
2023-04-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,406.5
2023-04-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,816.6
2023-04-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,979.2
2023-04-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,463.5
2023-04-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2424.4
2023-04-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,231.9
2023-04-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,146.1
2023-04-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,361.8
