ref_date,geography,industry,data_type,value
2021-02-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2465
2021-02-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1045.1
2021-02-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7227.6
2021-02-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,538
2021-02-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,802.5
2021-02-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1055.2
2021-02-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,355.2
2021-02-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,736.5
2021-02-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,871.5
2021-02-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,393.2
2021-02-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2206.3
2021-02-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,223.4
2021-02-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,119.7
2021-02-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,348
2021-02-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,135.7
2021-02-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,180.2
2021-02-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,304.3
2021-02-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,98.8
2021-03-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,18873
2021-03-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1467.3
2021-03-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1766.4
2021-03-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2892.2
2021-03-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,992.3
2021-03-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1659.8
2021-03-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2512.5
2021-03-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1042.4
2021-03-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7371.8
2021-03-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,538.6
2021-03-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,796.2
2021-03-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1111.3
2021-03-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,358.9
2021-03-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,738.8
2021-03-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,898
2021-03-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,393.4
2021-03-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2240.4
2021-03-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,226.6
2021-03-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,120.8
2021-03-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,341.9
2021-03-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,142.3
2021-03-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,183.7
2021-03-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,306.5
2021-03-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,97.6
2021-04-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,18673.8
2021-04-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1469.5
2021-04-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1760.1
2021-04-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2812
2021-04-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,967.2
2021-04-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1673.7
2021-04-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2509.8
2021-04-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1052.3
2021-04-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7228.9
2021-04-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,541.3
2021-04-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,777.7
2021-04-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1071.6
2021-04-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,356.6
2021-04-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,737.8
2021-04-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,884.9
2021-04-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,401.3
2021-04-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2222.7
2021-04-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,227.6
2021-04-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,129.2
2021-04-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,332.7
2021-04-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,130.8
2021-04-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,185.6
2021-04-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,306.4
2021-04-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,97.2
2021-05-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,18623.6
2021-05-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1454.4
2021-05-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1740.7
2021-05-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2776.5
2021-05-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,981.1
2021-05-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1690.3
2021-05-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2503.4
2021-05-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1056.4
2021-05-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7196.4
2021-05-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,539.3
2021-05-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,761
2021-05-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1034.1
2021-05-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,364.4
2021-05-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,750.4
2021-05-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,889.1
2021-05-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,399.1
2021-05-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2218.5
2021-05-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,226
2021-05-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,132.9
2021-05-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,334.7
2021-05-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,128.8
2021-05-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,190
2021-05-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,306
2021-05-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,99.6
2021-06-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,18894.4
2021-06-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1442
2021-06-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1737
2021-06-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2869.3
2021-06-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,975.2
2021-06-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1709.4
2021-06-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2530.9
2021-06-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1070.4
2021-06-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7324.7
2021-06-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,541.3
2021-06-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,770.7
2021-06-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1089.9
2021-06-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,360.7
2021-06-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,761.6
2021-06-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,912.9
2021-06-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,418.3
2021-06-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2230.6
2021-06-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,220.6
2021-06-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,126.4
2021-06-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,334.2
2021-06-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,126.7
2021-06-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,188.4
2021-06-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,299.2
2021-06-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,98.7
2021-07-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19016.5
2021-07-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1456.7
2021-07-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1719.1
2021-07-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2892.2
2021-07-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,968.5
2021-07-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1716.1
2021-07-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2533.8
2021-07-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1077.2
2021-07-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7429.9
2021-07-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,536.1
2021-07-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,770.8
2021-07-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1129.9
2021-07-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,360
2021-07-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,763.8
2021-07-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,898.3
2021-07-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,417.6
2021-07-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2235
2021-07-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,223.7
2021-07-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,126.2
2021-07-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,331
2021-07-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,126.4
2021-07-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,193.1
2021-07-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,302.8
2021-07-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,98.5
2021-08-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19081.7
2021-08-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1463
2021-08-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1741
2021-08-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2896.2
2021-08-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,979.2
2021-08-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1715.6
2021-08-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2520.8
2021-08-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1077.8
2021-08-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7463.1
2021-08-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,542.6
2021-08-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,774.3
2021-08-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1108.3
2021-08-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,365.6
2021-08-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,763.6
2021-08-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,899.3
2021-08-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,408.3
2021-08-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2257.8
2021-08-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,222.4
2021-08-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,126.4
2021-08-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,338
2021-08-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,137.2
2021-08-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,190.8
2021-08-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,300.9
2021-08-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,100
2021-09-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19251.1
2021-09-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1469
2021-09-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1758.1
2021-09-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2916.3
2021-09-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,988.4
2021-09-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1719.5
2021-09-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2541.5
2021-09-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1128
2021-09-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7553.1
2021-09-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,547.1
2021-09-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,767.6
2021-09-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1123.7
2021-09-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,375
2021-09-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,772.1
2021-09-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,910.2
2021-09-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,435.5
2021-09-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2293.8
2021-09-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,225.1
2021-09-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,123.4
2021-09-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,353.9
2021-09-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,131.5
2021-09-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,191
2021-09-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,305.2
2021-09-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,106.1
2021-10-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19288.1
2021-10-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1465.6
2021-10-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1766.9
2021-10-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2973.1
2021-10-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1002.5
2021-10-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1715.3
2021-10-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2553.7
2021-10-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1107.1
2021-10-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7596.9
2021-10-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,546.7
2021-10-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,782.4
2021-10-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1154.2
2021-10-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,374
2021-10-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,767.2
2021-10-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,909.8
2021-10-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,419.5
2021-10-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2274.3
2021-10-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,220.2
2021-10-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,123.7
2021-10-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,352.9
2021-10-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,130
2021-10-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,192.3
2021-10-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,309.8
2021-10-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,107.5
2021-11-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19437.3
2021-11-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1469.4
2021-11-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1788.8
2021-11-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2995.3
2021-11-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1013.9
2021-11-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1750
2021-11-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2579.3
2021-11-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1116.6
2021-11-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7662.2
2021-11-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,560
2021-11-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,783.4
2021-11-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1169.7
2021-11-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,380.7
2021-11-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,781.5
2021-11-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,927
2021-11-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,429.9
2021-11-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2289.3
2021-11-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,228.3
2021-11-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,123.2
2021-11-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,355.5
2021-11-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,131.6
2021-11-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,195.3
2021-11-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,309.3
2021-11-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,107
2021-12-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19508.8
2021-12-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1479.6
2021-12-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1793.9
2021-12-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3015.5
2021-12-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1013.9
2021-12-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1745.8
2021-12-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2588.4
2021-12-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1116.2
2021-12-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7716.4
2021-12-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,552.1
2021-12-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,800.7
2021-12-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1184.1
2021-12-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,384.8
2021-12-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,777.8
2021-12-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,928.9
2021-12-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,430.9
2021-12-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2313.9
2021-12-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,240.4
2021-12-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,119
2021-12-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,361
2021-12-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,129.7
2021-12-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,198.5
2021-12-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,314.8
2021-12-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,107.6
2022-01-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19305.4
2022-01-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1496.2
2022-01-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1788.5
2022-01-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2975.7
2022-01-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1015.1
2022-01-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1735.4
2022-01-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2595.4
2022-01-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1111.2
2022-01-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7552.3
2022-01-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,569.4
2022-01-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,776.5
2022-01-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1158.7
2022-01-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,388.6
2022-01-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,776.8
2022-01-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,928.6
2022-01-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,431.3
2022-01-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2309.3
2022-01-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,232.6
2022-01-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,129.8
2022-01-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,359.3
2022-01-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,130.4
2022-01-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,194.3
2022-01-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,316.9
2022-01-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,105
2022-02-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19629
2022-02-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1527.6
2022-02-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1796.8
2022-02-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3008.9
2022-02-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1017.5
2022-02-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1780.1
2022-02-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2613.5
2022-02-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1097.3
2022-02-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7737.9
2022-02-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,582.1
2022-02-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,784.4
2022-02-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1167.3
2022-02-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,395.7
2022-02-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,790.7
2022-02-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,941.9
2022-02-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,425.8
2022-02-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2331.8
2022-02-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,236.9
2022-02-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,129.2
2022-02-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,356.9
2022-02-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,126.3
2022-02-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,199.8
2022-02-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,313.8
2022-02-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,102.2
2022-03-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,19647.8
2022-03-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1536.9
2022-03-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1798.1
2022-03-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3029.6
2022-03-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,988.7
2022-03-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1780.7
2022-03-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2612
2022-03-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1114.4
2022-03-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7753.1
2022-03-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,586.4
2022-03-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,790.2
2022-03-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1170.4
2022-03-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,379.2
